City,month,NO2,year,month_num,dayofyear,season,NO2_prev_month,NO2_roll3
Tallinn (Estonia),2020-11-01,10.0,2020,11,306,4,11.5,9.9
Athens (Greece),2020-11-01,23.2,2020,11,306,4,31.5,26.666666666666668
Madrid (Spain),2020-11-01,39.5,2020,11,306,4,28.6,31.733333333333334
EU27 (aggregate),2020-11-01,26.4,2020,11,306,4,23.6,24.599999999999998
Helsinki (Finland),2020-11-01,14.9,2020,11,306,4,14.7,14.5
Paris (France),2020-11-01,34.0,2020,11,306,4,26.1,31.633333333333336
Budapest (Hungary),2020-11-01,31.0,2020,11,306,4,28.9,29.433333333333334
Dublin (Ireland),2020-11-01,22.1,2020,11,306,4,19.1,19.533333333333335
Reykjavik (Iceland),2020-11-01,13.3,2020,11,306,4,11.1,10.666666666666666
Rome (Italy),2020-11-01,36.2,2020,11,306,4,34.1,34.16666666666667
Vilnius (Lithuania),2020-11-01,17.8,2020,11,306,4,16.8,17.633333333333336
Luxembourg (Luxembourg),2020-11-01,28.7,2020,11,306,4,22.6,26.46666666666667
Riga (Latvia),2020-11-01,20.6,2020,11,306,4,19.9,19.1
Valletta (Malta),2020-11-01,36.4,2020,11,306,4,28.3,27.36666666666667
Amsterdam (Netherlands),2020-11-01,29.4,2020,11,306,4,22.7,26.066666666666666
Oslo (Norway),2020-11-01,26.7,2020,11,306,4,24.8,23.299999999999997
Warsaw (Poland),2020-11-01,22.5,2020,11,306,4,23.9,25.13333333333333
Lisbon (Portugal),2020-11-01,27.3,2020,11,306,4,23.6,24.666666666666668
Bucharest (Romania),2020-11-01,37.3,2020,11,306,4,39.8,40.033333333333324
Stockholm (Sweden),2020-11-01,15.0,2020,11,306,4,17.0,16.0
Ljubljana (Slovenia),2020-11-01,23.6,2020,11,306,4,20.6,20.733333333333334
Bratislava (Slovakia),2020-11-01,17.4,2020,11,306,4,17.6,18.766666666666666
Vienna (Austria),2020-12-01,20.8,2020,12,336,1,23.6,21.400000000000002
Brussels (Belgium),2020-12-01,25.2,2020,12,336,1,27.4,24.233333333333334
Sofia (Bulgaria),2020-12-01,32.7,2020,12,336,1,40.3,34.800000000000004
Bern (Switzerland),2020-12-01,26.3,2020,12,336,1,23.6,23.066666666666666
Nicosia (Cyprus),2020-12-01,39.2,2020,12,336,1,38.6,34.36666666666667
Prague (Czech Republic),2020-12-01,23.2,2020,12,336,1,24.9,23.133333333333336
Berlin (Germany),2020-12-01,25.1,2020,12,336,1,26.9,25.666666666666668
Copenhagen (Denmark),2020-12-01,18.1,2020,12,336,1,17.1,17.433333333333334
Tallinn (Estonia),2020-12-01,11.7,2020,12,336,1,10.0,11.066666666666668
Athens (Greece),2020-12-01,24.6,2020,12,336,1,23.2,26.433333333333337
Madrid (Spain),2020-12-01,28.9,2020,12,336,1,39.5,32.333333333333336
EU27 (aggregate),2020-12-01,24.7,2020,12,336,1,26.4,24.900000000000002
Helsinki (Finland),2020-12-01,12.3,2020,12,336,1,14.9,13.966666666666669
Paris (France),2020-12-01,30.1,2020,12,336,1,34.0,30.066666666666666
Zagreb (Croatia),2020-12-01,27.2,2020,12,336,1,30.2,28.566666666666666
Budapest (Hungary),2020-12-01,27.0,2020,12,336,1,31.0,28.966666666666665
Dublin (Ireland),2020-12-01,23.9,2020,12,336,1,22.1,21.7
Reykjavik (Iceland),2020-12-01,12.4,2020,12,336,1,13.3,12.266666666666666
Rome (Italy),2020-12-01,40.1,2020,12,336,1,36.2,36.800000000000004
Vilnius (Lithuania),2020-12-01,15.3,2020,12,336,1,17.8,16.633333333333336
Luxembourg (Luxembourg),2020-12-01,24.3,2020,12,336,1,28.7,25.200000000000003
Riga (Latvia),2020-12-01,19.8,2020,12,336,1,20.6,20.099999999999998
Valletta (Malta),2020-12-01,29.3,2020,12,336,1,36.4,31.33333333333334
Amsterdam (Netherlands),2020-12-01,29.0,2020,12,336,1,29.4,27.033333333333335
Oslo (Norway),2020-12-01,22.2,2020,12,336,1,26.7,24.566666666666666
Warsaw (Poland),2020-12-01,19.7,2020,12,336,1,22.5,22.03333333333333
Lisbon (Portugal),2020-12-01,25.1,2020,12,336,1,27.3,25.333333333333332
Bucharest (Romania),2020-12-01,37.4,2020,12,336,1,37.3,38.166666666666664
Stockholm (Sweden),2020-12-01,14.3,2020,12,336,1,15.0,15.433333333333332
Ljubljana (Slovenia),2020-12-01,26.8,2020,12,336,1,23.6,23.666666666666668
Bratislava (Slovakia),2020-12-01,16.3,2020,12,336,1,17.4,17.1
Vienna (Austria),2021-01-01,23.4,2021,1,1,1,20.8,22.599999999999998
Brussels (Belgium),2021-01-01,29.0,2021,1,1,1,25.2,27.2
Sofia (Bulgaria),2021-01-01,31.4,2021,1,1,1,32.7,34.800000000000004
Bern (Switzerland),2021-01-01,27.5,2021,1,1,1,26.3,25.8
Nicosia (Cyprus),2021-01-01,31.6,2021,1,1,1,39.2,36.46666666666666
Prague (Czech Republic),2021-01-01,25.8,2021,1,1,1,23.2,24.633333333333336
Berlin (Germany),2021-01-01,24.3,2021,1,1,1,25.1,25.433333333333334
Copenhagen (Denmark),2021-01-01,16.9,2021,1,1,1,18.1,17.366666666666667
Tallinn (Estonia),2021-01-01,16.0,2021,1,1,1,11.7,12.566666666666668
Athens (Greece),2021-01-01,28.0,2021,1,1,1,24.6,25.26666666666667
Madrid (Spain),2021-01-01,42.7,2021,1,1,1,28.9,37.03333333333333
EU27 (aggregate),2021-01-01,27.6,2021,1,1,1,24.7,26.23333333333333
Helsinki (Finland),2021-01-01,18.8,2021,1,1,1,12.3,15.333333333333334
Paris (France),2021-01-01,33.4,2021,1,1,1,30.1,32.5
Zagreb (Croatia),2021-01-01,39.9,2021,1,1,1,27.2,32.43333333333333
Budapest (Hungary),2021-01-01,30.3,2021,1,1,1,27.0,29.433333333333337
Dublin (Ireland),2021-01-01,24.1,2021,1,1,1,23.9,23.36666666666667
Reykjavik (Iceland),2021-01-01,14.1,2021,1,1,1,12.4,13.266666666666666
Rome (Italy),2021-01-01,37.6,2021,1,1,1,40.1,37.96666666666667
Vilnius (Lithuania),2021-01-01,17.6,2021,1,1,1,15.3,16.900000000000002
Luxembourg (Luxembourg),2021-01-01,25.6,2021,1,1,1,24.3,26.2
Riga (Latvia),2021-01-01,24.1,2021,1,1,1,19.8,21.5
Valletta (Malta),2021-01-01,27.4,2021,1,1,1,29.3,31.033333333333335
Amsterdam (Netherlands),2021-01-01,25.9,2021,1,1,1,29.0,28.099999999999998
Oslo (Norway),2021-01-01,34.8,2021,1,1,1,22.2,27.899999999999995
Warsaw (Poland),2021-01-01,26.7,2021,1,1,1,19.7,22.966666666666665
Lisbon (Portugal),2021-01-01,24.7,2021,1,1,1,25.1,25.7
Bucharest (Romania),2021-01-01,46.5,2021,1,1,1,37.4,40.4
Stockholm (Sweden),2021-01-01,18.8,2021,1,1,1,14.3,16.033333333333335
Ljubljana (Slovenia),2021-01-01,33.6,2021,1,1,1,26.8,28.0
Bratislava (Slovakia),2021-01-01,20.4,2021,1,1,1,16.3,18.033333333333335
Vienna (Austria),2021-02-01,28.7,2021,2,32,1,23.4,24.3
Brussels (Belgium),2021-02-01,27.8,2021,2,32,1,29.0,27.333333333333332
Sofia (Bulgaria),2021-02-01,37.0,2021,2,32,1,31.4,33.70000000000001
Bern (Switzerland),2021-02-01,29.6,2021,2,32,1,27.5,27.8
Nicosia (Cyprus),2021-02-01,28.2,2021,2,32,1,31.6,32.99999999999999
Prague (Czech Republic),2021-02-01,34.4,2021,2,32,1,25.8,27.799999999999997
Berlin (Germany),2021-02-01,32.7,2021,2,32,1,24.3,27.36666666666667
Copenhagen (Denmark),2021-02-01,20.4,2021,2,32,1,16.9,18.466666666666665
Tallinn (Estonia),2021-02-01,18.4,2021,2,32,1,16.0,15.366666666666665
Athens (Greece),2021-02-01,32.7,2021,2,32,1,28.0,28.433333333333337
Madrid (Spain),2021-02-01,29.1,2021,2,32,1,42.7,33.56666666666667
EU27 (aggregate),2021-02-01,29.7,2021,2,32,1,27.6,27.333333333333332
Helsinki (Finland),2021-02-01,24.5,2021,2,32,1,18.8,18.533333333333335
Paris (France),2021-02-01,32.5,2021,2,32,1,33.4,32.0
Zagreb (Croatia),2021-02-01,44.4,2021,2,32,1,39.9,37.166666666666664
Budapest (Hungary),2021-02-01,33.9,2021,2,32,1,30.3,30.400000000000002
Dublin (Ireland),2021-02-01,16.4,2021,2,32,1,24.1,21.466666666666665
Reykjavik (Iceland),2021-02-01,13.5,2021,2,32,1,14.1,13.333333333333334
Rome (Italy),2021-02-01,41.3,2021,2,32,1,37.6,39.666666666666664
Vilnius (Lithuania),2021-02-01,26.0,2021,2,32,1,17.6,19.633333333333336
Luxembourg (Luxembourg),2021-02-01,26.9,2021,2,32,1,25.6,25.599999999999998
Riga (Latvia),2021-02-01,33.8,2021,2,32,1,24.1,25.899999999999995
Valletta (Malta),2021-02-01,32.0,2021,2,32,1,27.4,29.566666666666674
Amsterdam (Netherlands),2021-02-01,26.9,2021,2,32,1,25.9,27.26666666666667
Oslo (Norway),2021-02-01,36.9,2021,2,32,1,34.8,31.299999999999997
Warsaw (Poland),2021-02-01,34.6,2021,2,32,1,26.7,27.0
Lisbon (Portugal),2021-02-01,17.5,2021,2,32,1,24.7,22.433333333333337
Bucharest (Romania),2021-02-01,44.0,2021,2,32,1,46.5,42.63333333333333
Stockholm (Sweden),2021-02-01,25.7,2021,2,32,1,18.8,19.599999999999998
Ljubljana (Slovenia),2021-02-01,29.2,2021,2,32,1,33.6,29.86666666666667
Bratislava (Slovakia),2021-02-01,24.2,2021,2,32,1,20.4,20.3
Vienna (Austria),2021-03-01,25.3,2021,3,60,2,28.7,25.8
Brussels (Belgium),2021-03-01,30.9,2021,3,60,2,27.8,29.23333333333333
Sofia (Bulgaria),2021-03-01,30.6,2021,3,60,2,37.0,33.0
Bern (Switzerland),2021-03-01,23.1,2021,3,60,2,29.6,26.733333333333334
Nicosia (Cyprus),2021-03-01,22.7,2021,3,60,2,28.2,27.499999999999996
Prague (Czech Republic),2021-03-01,27.2,2021,3,60,2,34.4,29.13333333333333
Berlin (Germany),2021-03-01,30.6,2021,3,60,2,32.7,29.2
Copenhagen (Denmark),2021-03-01,17.5,2021,3,60,2,20.4,18.266666666666666
Tallinn (Estonia),2021-03-01,10.8,2021,3,60,2,18.4,15.066666666666665
Athens (Greece),2021-03-01,28.2,2021,3,60,2,32.7,29.633333333333336
Madrid (Spain),2021-03-01,27.8,2021,3,60,2,29.1,33.2
EU27 (aggregate),2021-03-01,26.3,2021,3,60,2,29.7,27.866666666666664
Helsinki (Finland),2021-03-01,16.9,2021,3,60,2,24.5,20.066666666666666
Paris (France),2021-03-01,35.6,2021,3,60,2,32.5,33.833333333333336
Zagreb (Croatia),2021-03-01,42.1,2021,3,60,2,44.4,42.13333333333333
Budapest (Hungary),2021-03-01,32.2,2021,3,60,2,33.9,32.13333333333333
Dublin (Ireland),2021-03-01,18.8,2021,3,60,2,16.4,19.76666666666667
Reykjavik (Iceland),2021-03-01,11.5,2021,3,60,2,13.5,13.033333333333333
Rome (Italy),2021-03-01,33.5,2021,3,60,2,41.3,37.46666666666667
Vilnius (Lithuania),2021-03-01,20.5,2021,3,60,2,26.0,21.366666666666664
Luxembourg (Luxembourg),2021-03-01,27.3,2021,3,60,2,26.9,26.600000000000005
Riga (Latvia),2021-03-01,21.6,2021,3,60,2,33.8,26.5
Valletta (Malta),2021-03-01,23.5,2021,3,60,2,32.0,27.63333333333334
Amsterdam (Netherlands),2021-03-01,25.4,2021,3,60,2,26.9,26.066666666666666
Oslo (Norway),2021-03-01,27.8,2021,3,60,2,36.9,33.166666666666664
Warsaw (Poland),2021-03-01,27.9,2021,3,60,2,34.6,29.73333333333333
Lisbon (Portugal),2021-03-01,17.6,2021,3,60,2,17.5,19.933333333333334
Bucharest (Romania),2021-03-01,42.7,2021,3,60,2,44.0,44.4
Stockholm (Sweden),2021-03-01,18.5,2021,3,60,2,25.7,21.0
Ljubljana (Slovenia),2021-03-01,32.1,2021,3,60,2,29.2,31.633333333333336
Bratislava (Slovakia),2021-03-01,22.8,2021,3,60,2,24.2,22.46666666666667
Vienna (Austria),2021-04-01,15.8,2021,4,91,2,25.3,23.266666666666666
Brussels (Belgium),2021-04-01,27.3,2021,4,91,2,30.9,28.666666666666668
Sofia (Bulgaria),2021-04-01,24.1,2021,4,91,2,30.6,30.566666666666674
Bern (Switzerland),2021-04-01,17.5,2021,4,91,2,23.1,23.400000000000002
Nicosia (Cyprus),2021-04-01,20.7,2021,4,91,2,22.7,23.86666666666666
Prague (Czech Republic),2021-04-01,18.9,2021,4,91,2,27.2,26.833333333333332
Berlin (Germany),2021-04-01,20.1,2021,4,91,2,30.6,27.8
Copenhagen (Denmark),2021-04-01,13.8,2021,4,91,2,17.5,17.233333333333334
Tallinn (Estonia),2021-04-01,10.9,2021,4,91,2,10.8,13.366666666666667
Athens (Greece),2021-04-01,31.2,2021,4,91,2,28.2,30.7
Madrid (Spain),2021-04-01,21.7,2021,4,91,2,27.8,26.2
EU27 (aggregate),2021-04-01,21.3,2021,4,91,2,26.3,25.766666666666666
Helsinki (Finland),2021-04-01,12.8,2021,4,91,2,16.9,18.066666666666666
Paris (France),2021-04-01,28.3,2021,4,91,2,35.6,32.13333333333333
Zagreb (Croatia),2021-04-01,30.2,2021,4,91,2,42.1,38.9
Budapest (Hungary),2021-04-01,24.0,2021,4,91,2,32.2,30.03333333333333
Dublin (Ireland),2021-04-01,23.0,2021,4,91,2,18.8,19.400000000000002
Reykjavik (Iceland),2021-04-01,8.8,2021,4,91,2,11.5,11.266666666666666
Rome (Italy),2021-04-01,27.9,2021,4,91,2,33.5,34.23333333333333
Vilnius (Lithuania),2021-04-01,17.2,2021,4,91,2,20.5,21.233333333333334
Luxembourg (Luxembourg),2021-04-01,20.2,2021,4,91,2,27.3,24.799999999999997
Riga (Latvia),2021-04-01,12.9,2021,4,91,2,21.6,22.766666666666666
Valletta (Malta),2021-04-01,23.1,2021,4,91,2,23.5,26.200000000000003
Amsterdam (Netherlands),2021-04-01,18.7,2021,4,91,2,25.4,23.666666666666668
Oslo (Norway),2021-04-01,16.5,2021,4,91,2,27.8,27.066666666666663
Warsaw (Poland),2021-04-01,24.5,2021,4,91,2,27.9,29.0
Lisbon (Portugal),2021-04-01,18.3,2021,4,91,2,17.6,17.8
Bucharest (Romania),2021-04-01,35.5,2021,4,91,2,42.7,40.73333333333333
Stockholm (Sweden),2021-04-01,16.3,2021,4,91,2,18.5,20.166666666666668
Ljubljana (Slovenia),2021-04-01,22.0,2021,4,91,2,32.1,27.766666666666666
Bratislava (Slovakia),2021-04-01,15.5,2021,4,91,2,22.8,20.833333333333332
Vienna (Austria),2021-05-01,13.9,2021,5,121,2,15.8,18.333333333333332
Brussels (Belgium),2021-05-01,19.7,2021,5,121,2,27.3,25.96666666666667
Sofia (Bulgaria),2021-05-01,18.5,2021,5,121,2,24.1,24.400000000000006
Bern (Switzerland),2021-05-01,14.5,2021,5,121,2,17.5,18.366666666666664
Nicosia (Cyprus),2021-05-01,15.1,2021,5,121,2,20.7,19.499999999999993
Prague (Czech Republic),2021-05-01,15.2,2021,5,121,2,18.9,20.43333333333333
Berlin (Germany),2021-05-01,19.3,2021,5,121,2,20.1,23.333333333333332
Copenhagen (Denmark),2021-05-01,14.3,2021,5,121,2,13.8,15.200000000000001
Tallinn (Estonia),2021-05-01,11.0,2021,5,121,2,10.9,10.9
Athens (Greece),2021-05-01,34.0,2021,5,121,2,31.2,31.133333333333336
Madrid (Spain),2021-05-01,17.9,2021,5,121,2,21.7,22.46666666666667
EU27 (aggregate),2021-05-01,18.7,2021,5,121,2,21.3,22.099999999999998
Helsinki (Finland),2021-05-01,13.7,2021,5,121,2,12.8,14.466666666666667
Paris (France),2021-05-01,22.0,2021,5,121,2,28.3,28.633333333333336
Zagreb (Croatia),2021-05-01,28.4,2021,5,121,2,30.2,33.56666666666667
Budapest (Hungary),2021-05-01,21.2,2021,5,121,2,24.0,25.8
Dublin (Ireland),2021-05-01,17.4,2021,5,121,2,23.0,19.73333333333333
Reykjavik (Iceland),2021-05-01,8.0,2021,5,121,2,8.8,9.433333333333332
Rome (Italy),2021-05-01,22.1,2021,5,121,2,27.9,27.833333333333332
Vilnius (Lithuania),2021-05-01,14.5,2021,5,121,2,17.2,17.400000000000002
Luxembourg (Luxembourg),2021-05-01,15.9,2021,5,121,2,20.2,21.133333333333336
Riga (Latvia),2021-05-01,11.7,2021,5,121,2,12.9,15.399999999999999
Valletta (Malta),2021-05-01,24.9,2021,5,121,2,23.1,23.83333333333334
Amsterdam (Netherlands),2021-05-01,17.1,2021,5,121,2,18.7,20.400000000000002
Oslo (Norway),2021-05-01,15.8,2021,5,121,2,16.5,20.033333333333335
Warsaw (Poland),2021-05-01,19.9,2021,5,121,2,24.5,24.099999999999994
Lisbon (Portugal),2021-05-01,13.5,2021,5,121,2,18.3,16.46666666666667
Bucharest (Romania),2021-05-01,35.5,2021,5,121,2,35.5,37.9
Stockholm (Sweden),2021-05-01,16.5,2021,5,121,2,16.3,17.099999999999998
Ljubljana (Slovenia),2021-05-01,18.0,2021,5,121,2,22.0,24.03333333333333
Bratislava (Slovakia),2021-05-01,14.4,2021,5,121,2,15.5,17.566666666666666
Vienna (Austria),2021-06-01,16.0,2021,6,152,3,13.9,15.233333333333334
Brussels (Belgium),2021-06-01,22.1,2021,6,152,3,19.7,23.03333333333333
Sofia (Bulgaria),2021-06-01,20.3,2021,6,152,3,18.5,20.96666666666667
Bern (Switzerland),2021-06-01,15.6,2021,6,152,3,14.5,15.866666666666667
Nicosia (Cyprus),2021-06-01,15.4,2021,6,152,3,15.1,17.066666666666663
Prague (Czech Republic),2021-06-01,19.0,2021,6,152,3,15.2,17.7
Berlin (Germany),2021-06-01,20.7,2021,6,152,3,19.3,20.033333333333335
Copenhagen (Denmark),2021-06-01,17.9,2021,6,152,3,14.3,15.333333333333334
Tallinn (Estonia),2021-06-01,12.4,2021,6,152,3,11.0,11.433333333333332
Athens (Greece),2021-06-01,33.2,2021,6,152,3,34.0,32.800000000000004
Madrid (Spain),2021-06-01,19.2,2021,6,152,3,17.9,19.599999999999998
EU27 (aggregate),2021-06-01,20.4,2021,6,152,3,18.7,20.133333333333333
Helsinki (Finland),2021-06-01,15.7,2021,6,152,3,13.7,14.066666666666668
Paris (France),2021-06-01,25.5,2021,6,152,3,22.0,25.266666666666666
Zagreb (Croatia),2021-06-01,31.9,2021,6,152,3,28.4,30.166666666666668
Budapest (Hungary),2021-06-01,20.6,2021,6,152,3,21.2,21.933333333333334
Dublin (Ireland),2021-06-01,14.8,2021,6,152,3,17.4,18.400000000000002
Reykjavik (Iceland),2021-06-01,7.7,2021,6,152,3,8.0,8.166666666666666
Rome (Italy),2021-06-01,25.0,2021,6,152,3,22.1,25.0
Vilnius (Lithuania),2021-06-01,15.6,2021,6,152,3,14.5,15.766666666666666
Luxembourg (Luxembourg),2021-06-01,18.8,2021,6,152,3,15.9,18.3
Riga (Latvia),2021-06-01,11.9,2021,6,152,3,11.7,12.166666666666664
Valletta (Malta),2021-06-01,30.5,2021,6,152,3,24.9,26.16666666666667
Amsterdam (Netherlands),2021-06-01,18.0,2021,6,152,3,17.1,17.933333333333337
Oslo (Norway),2021-06-01,12.8,2021,6,152,3,15.8,15.033333333333331
Warsaw (Poland),2021-06-01,25.8,2021,6,152,3,19.9,23.399999999999995
Lisbon (Portugal),2021-06-01,14.3,2021,6,152,3,13.5,15.366666666666667
Bucharest (Romania),2021-06-01,37.4,2021,6,152,3,35.5,36.13333333333333
Stockholm (Sweden),2021-06-01,15.1,2021,6,152,3,16.5,15.966666666666667
Ljubljana (Slovenia),2021-06-01,19.3,2021,6,152,3,18.0,19.766666666666666
Bratislava (Slovakia),2021-06-01,15.4,2021,6,152,3,14.4,15.100000000000001
Vienna (Austria),2021-07-01,13.3,2021,7,182,3,16.0,14.4
Brussels (Belgium),2021-07-01,16.3,2021,7,182,3,22.1,19.36666666666667
Sofia (Bulgaria),2021-07-01,18.6,2021,7,182,3,20.3,19.133333333333336
Bern (Switzerland),2021-07-01,15.2,2021,7,182,3,15.6,15.1
Nicosia (Cyprus),2021-07-01,16.7,2021,7,182,3,15.4,15.733333333333329
Prague (Czech Republic),2021-07-01,16.4,2021,7,182,3,19.0,16.866666666666664
Berlin (Germany),2021-07-01,18.8,2021,7,182,3,20.7,19.599999999999998
Copenhagen (Denmark),2021-07-01,14.9,2021,7,182,3,17.9,15.700000000000001
Tallinn (Estonia),2021-07-01,9.3,2021,7,182,3,12.4,10.9
Athens (Greece),2021-07-01,27.6,2021,7,182,3,33.2,31.600000000000005
Madrid (Spain),2021-07-01,20.6,2021,7,182,3,19.2,19.233333333333334
EU27 (aggregate),2021-07-01,19.1,2021,7,182,3,20.4,19.4
Helsinki (Finland),2021-07-01,11.9,2021,7,182,3,15.7,13.766666666666666
Paris (France),2021-07-01,23.7,2021,7,182,3,25.5,23.733333333333334
Zagreb (Croatia),2021-07-01,36.3,2021,7,182,3,31.9,32.199999999999996
Budapest (Hungary),2021-07-01,22.3,2021,7,182,3,20.6,21.366666666666664
Dublin (Ireland),2021-07-01,19.2,2021,7,182,3,14.8,17.133333333333333
Reykjavik (Iceland),2021-07-01,8.5,2021,7,182,3,7.7,8.066666666666668
Rome (Italy),2021-07-01,24.2,2021,7,182,3,25.0,23.766666666666666
Vilnius (Lithuania),2021-07-01,14.1,2021,7,182,3,15.6,14.733333333333334
Luxembourg (Luxembourg),2021-07-01,17.5,2021,7,182,3,18.8,17.400000000000002
Riga (Latvia),2021-07-01,11.0,2021,7,182,3,11.9,11.533333333333331
Valletta (Malta),2021-07-01,23.3,2021,7,182,3,30.5,26.233333333333338
Amsterdam (Netherlands),2021-07-01,16.6,2021,7,182,3,18.0,17.233333333333338
Oslo (Norway),2021-07-01,13.5,2021,7,182,3,12.8,14.033333333333333
Warsaw (Poland),2021-07-01,23.8,2021,7,182,3,25.8,23.166666666666668
Lisbon (Portugal),2021-07-01,12.7,2021,7,182,3,14.3,13.5
Bucharest (Romania),2021-07-01,43.1,2021,7,182,3,37.4,38.666666666666664
Stockholm (Sweden),2021-07-01,11.7,2021,7,182,3,15.1,14.433333333333332
Ljubljana (Slovenia),2021-07-01,18.5,2021,7,182,3,19.3,18.599999999999998
Bratislava (Slovakia),2021-07-01,13.5,2021,7,182,3,15.4,14.433333333333335
Vienna (Austria),2021-08-01,14.0,2021,8,213,3,13.3,14.433333333333332
Brussels (Belgium),2021-08-01,16.3,2021,8,213,3,16.3,18.233333333333334
Sofia (Bulgaria),2021-08-01,20.4,2021,8,213,3,18.6,19.76666666666667
Bern (Switzerland),2021-08-01,16.0,2021,8,213,3,15.2,15.6
Nicosia (Cyprus),2021-08-01,14.8,2021,8,213,3,16.7,15.633333333333328
Prague (Czech Republic),2021-08-01,17.0,2021,8,213,3,16.4,17.466666666666665
Berlin (Germany),2021-08-01,18.2,2021,8,213,3,18.8,19.233333333333334
Copenhagen (Denmark),2021-08-01,15.4,2021,8,213,3,14.9,16.066666666666666
Tallinn (Estonia),2021-08-01,8.5,2021,8,213,3,9.3,10.066666666666668
Athens (Greece),2021-08-01,29.9,2021,8,213,3,27.6,30.233333333333334
Madrid (Spain),2021-08-01,20.3,2021,8,213,3,20.6,20.033333333333335
EU27 (aggregate),2021-08-01,18.9,2021,8,213,3,19.1,19.466666666666665
Helsinki (Finland),2021-08-01,11.1,2021,8,213,3,11.9,12.9
Paris (France),2021-08-01,18.8,2021,8,213,3,23.7,22.666666666666668
Zagreb (Croatia),2021-08-01,38.6,2021,8,213,3,36.3,35.6
Budapest (Hungary),2021-08-01,23.1,2021,8,213,3,22.3,22.0
Dublin (Ireland),2021-08-01,16.9,2021,8,213,3,19.2,16.966666666666665
Reykjavik (Iceland),2021-08-01,6.4,2021,8,213,3,8.5,7.533333333333334
Rome (Italy),2021-08-01,20.9,2021,8,213,3,24.2,23.366666666666664
Vilnius (Lithuania),2021-08-01,16.2,2021,8,213,3,14.1,15.299999999999999
Luxembourg (Luxembourg),2021-08-01,14.3,2021,8,213,3,17.5,16.866666666666664
Riga (Latvia),2021-08-01,10.5,2021,8,213,3,11.0,11.133333333333331
Valletta (Malta),2021-08-01,21.6,2021,8,213,3,23.3,25.133333333333336
Amsterdam (Netherlands),2021-08-01,17.1,2021,8,213,3,16.6,17.233333333333338
Oslo (Norway),2021-08-01,13.8,2021,8,213,3,13.5,13.366666666666667
Warsaw (Poland),2021-08-01,23.7,2021,8,213,3,23.8,24.433333333333334
Lisbon (Portugal),2021-08-01,12.0,2021,8,213,3,12.7,13.0
Bucharest (Romania),2021-08-01,43.5,2021,8,213,3,43.1,41.333333333333336
Stockholm (Sweden),2021-08-01,13.9,2021,8,213,3,11.7,13.566666666666668
Ljubljana (Slovenia),2021-08-01,19.9,2021,8,213,3,18.5,19.233333333333334
Bratislava (Slovakia),2021-08-01,13.6,2021,8,213,3,13.5,14.16666666666667
Vienna (Austria),2021-09-01,22.1,2021,9,244,4,14.0,16.46666666666667
Brussels (Belgium),2021-09-01,23.7,2021,9,244,4,16.3,18.766666666666666
Sofia (Bulgaria),2021-09-01,23.9,2021,9,244,4,20.4,20.96666666666667
Bern (Switzerland),2021-09-01,21.4,2021,9,244,4,16.0,17.53333333333333
Nicosia (Cyprus),2021-09-01,20.0,2021,9,244,4,14.8,17.16666666666666
Prague (Czech Republic),2021-09-01,24.6,2021,9,244,4,17.0,19.333333333333332
Berlin (Germany),2021-09-01,23.5,2021,9,244,4,18.2,20.166666666666668
Copenhagen (Denmark),2021-09-01,20.8,2021,9,244,4,15.4,17.033333333333335
Tallinn (Estonia),2021-09-01,11.3,2021,9,244,4,8.5,9.700000000000001
Athens (Greece),2021-09-01,31.4,2021,9,244,4,29.9,29.633333333333336
Madrid (Spain),2021-09-01,26.9,2021,9,244,4,20.3,22.600000000000005
EU27 (aggregate),2021-09-01,24.7,2021,9,244,4,18.9,20.900000000000002
Helsinki (Finland),2021-09-01,12.9,2021,9,244,4,11.1,11.966666666666667
Paris (France),2021-09-01,31.6,2021,9,244,4,18.8,24.700000000000003
Zagreb (Croatia),2021-09-01,57.3,2021,9,244,4,38.6,44.06666666666666
Budapest (Hungary),2021-09-01,33.6,2021,9,244,4,23.1,26.333333333333332
Dublin (Ireland),2021-09-01,20.3,2021,9,244,4,16.9,18.799999999999997
Reykjavik (Iceland),2021-09-01,6.3,2021,9,244,4,6.4,7.066666666666667
Rome (Italy),2021-09-01,29.7,2021,9,244,4,20.9,24.933333333333334
Vilnius (Lithuania),2021-09-01,17.6,2021,9,244,4,16.2,15.966666666666667
Luxembourg (Luxembourg),2021-09-01,22.2,2021,9,244,4,14.3,18.0
Riga (Latvia),2021-09-01,16.1,2021,9,244,4,10.5,12.533333333333331
Valletta (Malta),2021-09-01,23.4,2021,9,244,4,21.6,22.76666666666667
Amsterdam (Netherlands),2021-09-01,23.5,2021,9,244,4,17.1,19.06666666666667
