City,month,NO2,year,month_num,dayofyear,season,NO2_prev_month,NO2_roll3
Brussels (Belgium),2024-01-01,27.6,2024,1,1,1,21.4,23.7
Sofia (Bulgaria),2024-01-01,31.1,2024,1,1,1,31.0,30.733333333333334
Bern (Switzerland),2024-01-01,24.2,2024,1,1,1,26.4,23.7
Nicosia (Cyprus),2024-01-01,28.8,2024,1,1,1,36.3,30.799999999999994
Prague (Czech Republic),2024-01-01,26.8,2024,1,1,1,24.1,24.066666666666663
Berlin (Germany),2024-01-01,21.8,2024,1,1,1,21.0,21.266666666666666
Copenhagen (Denmark),2024-01-01,12.8,2024,1,1,1,11.8,13.133333333333331
Tallinn (Estonia),2024-01-01,13.4,2024,1,1,1,14.0,13.633333333333333
Athens (Greece),2024-01-01,33.6,2024,1,1,1,37.1,35.36666666666667
Madrid (Spain),2024-01-01,33.9,2024,1,1,1,38.9,33.666666666666664
EU27 (aggregate),2024-01-01,27.6,2024,1,1,1,26.8,26.26666666666667
Helsinki (Finland),2024-01-01,20.0,2024,1,1,1,18.4,18.0
Paris (France),2024-01-01,30.8,2024,1,1,1,25.3,26.933333333333334
Zagreb (Croatia),2024-01-01,47.1,2024,1,1,1,41.3,42.166666666666664
Budapest (Hungary),2024-01-01,32.7,2024,1,1,1,34.4,30.866666666666664
Dublin (Ireland),2024-01-01,24.3,2024,1,1,1,19.2,23.099999999999998
Reykjavik (Iceland),2024-01-01,9.8,2024,1,1,1,18.2,13.766666666666666
Rome (Italy),2024-01-01,37.1,2024,1,1,1,39.9,36.333333333333336
Vilnius (Lithuania),2024-01-01,22.2,2024,1,1,1,21.5,21.333333333333332
Luxembourg (Luxembourg),2024-01-01,23.5,2024,1,1,1,16.7,18.633333333333333
Riga (Latvia),2024-01-01,28.6,2024,1,1,1,31.5,29.13333333333333
Amsterdam (Netherlands),2024-01-01,23.9,2024,1,1,1,21.7,22.833333333333332
Oslo (Norway),2024-01-01,43.9,2024,1,1,1,31.0,30.866666666666664
Warsaw (Poland),2024-01-01,24.0,2024,1,1,1,24.0,23.933333333333334
Lisbon (Portugal),2024-01-01,26.2,2024,1,1,1,28.8,26.5
Bucharest (Romania),2024-01-01,37.6,2024,1,1,1,37.0,36.03333333333333
Stockholm (Sweden),2024-01-01,17.9,2024,1,1,1,17.3,17.066666666666666
Ljubljana (Slovenia),2024-01-01,47.2,2024,1,1,1,36.0,38.099999999999994
Bratislava (Slovakia),2024-01-01,20.0,2024,1,1,1,21.2,19.433333333333334
Vienna (Austria),2024-02-01,20.0,2024,2,32,1,24.7,23.066666666666666
Brussels (Belgium),2024-02-01,20.3,2024,2,32,1,27.6,23.099999999999998
Sofia (Bulgaria),2024-02-01,29.9,2024,2,32,1,31.1,30.666666666666668
Bern (Switzerland),2024-02-01,24.2,2024,2,32,1,24.2,24.933333333333334
Nicosia (Cyprus),2024-02-01,28.9,2024,2,32,1,28.8,31.33333333333333
Prague (Czech Republic),2024-02-01,22.4,2024,2,32,1,26.8,24.433333333333334
Berlin (Germany),2024-02-01,19.8,2024,2,32,1,21.8,20.866666666666664
Copenhagen (Denmark),2024-02-01,12.7,2024,2,32,1,12.8,12.43333333333333
Tallinn (Estonia),2024-02-01,11.1,2024,2,32,1,13.4,12.833333333333334
Athens (Greece),2024-02-01,34.1,2024,2,32,1,33.6,34.93333333333333
Madrid (Spain),2024-02-01,27.9,2024,2,32,1,33.9,33.56666666666667
EU27 (aggregate),2024-02-01,24.6,2024,2,32,1,27.6,26.333333333333332
Helsinki (Finland),2024-02-01,16.8,2024,2,32,1,20.0,18.400000000000002
Paris (France),2024-02-01,23.4,2024,2,32,1,30.8,26.5
Zagreb (Croatia),2024-02-01,44.1,2024,2,32,1,47.1,44.166666666666664
Budapest (Hungary),2024-02-01,24.6,2024,2,32,1,32.7,30.566666666666666
Dublin (Ireland),2024-02-01,24.8,2024,2,32,1,24.3,22.766666666666666
Reykjavik (Iceland),2024-02-01,13.2,2024,2,32,1,9.8,13.733333333333333
Rome (Italy),2024-02-01,39.3,2024,2,32,1,37.1,38.76666666666666
Vilnius (Lithuania),2024-02-01,21.3,2024,2,32,1,22.2,21.666666666666668
Luxembourg (Luxembourg),2024-02-01,16.4,2024,2,32,1,23.5,18.866666666666667
Riga (Latvia),2024-02-01,26.0,2024,2,32,1,28.6,28.7
Valletta (Malta),2024-02-01,24.7,2024,2,32,1,28.9,28.099999999999998
Amsterdam (Netherlands),2024-02-01,21.2,2024,2,32,1,23.9,22.26666666666667
Oslo (Norway),2024-02-01,24.1,2024,2,32,1,43.9,32.99999999999999
Warsaw (Poland),2024-02-01,22.0,2024,2,32,1,24.0,23.333333333333332
Lisbon (Portugal),2024-02-01,22.1,2024,2,32,1,26.2,25.7
Bucharest (Romania),2024-02-01,35.7,2024,2,32,1,37.6,36.76666666666666
Stockholm (Sweden),2024-02-01,16.7,2024,2,32,1,17.9,17.3
Ljubljana (Slovenia),2024-02-01,39.4,2024,2,32,1,47.2,40.86666666666667
Bratislava (Slovakia),2024-02-01,17.8,2024,2,32,1,20.0,19.666666666666668
Vienna (Austria),2024-03-01,18.4,2024,3,61,2,20.0,21.03333333333333
Brussels (Belgium),2024-03-01,24.4,2024,3,61,2,20.3,24.099999999999994
Sofia (Bulgaria),2024-03-01,26.1,2024,3,61,2,29.9,29.03333333333333
Bern (Switzerland),2024-03-01,19.2,2024,3,61,2,24.2,22.53333333333333
Nicosia (Cyprus),2024-03-01,24.2,2024,3,61,2,28.9,27.299999999999994
Prague (Czech Republic),2024-03-01,24.7,2024,3,61,2,22.4,24.63333333333333
Berlin (Germany),2024-03-01,21.0,2024,3,61,2,19.8,20.866666666666664
Copenhagen (Denmark),2024-03-01,13.9,2024,3,61,2,12.7,13.133333333333331
Tallinn (Estonia),2024-03-01,11.3,2024,3,61,2,11.1,11.933333333333332
Athens (Greece),2024-03-01,33.6,2024,3,61,2,34.1,33.766666666666666
Madrid (Spain),2024-03-01,21.2,2024,3,61,2,27.9,27.666666666666668
EU27 (aggregate),2024-03-01,22.8,2024,3,61,2,24.6,25.0
Helsinki (Finland),2024-03-01,16.3,2024,3,61,2,16.8,17.700000000000003
Paris (France),2024-03-01,26.9,2024,3,61,2,23.4,27.03333333333333
Zagreb (Croatia),2024-03-01,37.9,2024,3,61,2,44.1,43.03333333333333
Budapest (Hungary),2024-03-01,22.8,2024,3,61,2,24.6,26.700000000000003
Dublin (Ireland),2024-03-01,23.8,2024,3,61,2,24.8,24.3
Reykjavik (Iceland),2024-03-01,5.1,2024,3,61,2,13.2,9.366666666666667
Rome (Italy),2024-03-01,34.0,2024,3,61,2,39.3,36.800000000000004
Vilnius (Lithuania),2024-03-01,19.2,2024,3,61,2,21.3,20.900000000000002
Luxembourg (Luxembourg),2024-03-01,19.5,2024,3,61,2,16.4,19.8
Riga (Latvia),2024-03-01,23.9,2024,3,61,2,26.0,26.166666666666668
Valletta (Malta),2024-03-01,20.2,2024,3,61,2,24.7,24.599999999999998
Amsterdam (Netherlands),2024-03-01,21.3,2024,3,61,2,21.2,22.133333333333336
Oslo (Norway),2024-03-01,17.5,2024,3,61,2,24.1,28.499999999999996
Warsaw (Poland),2024-03-01,22.2,2024,3,61,2,22.0,22.73333333333333
Lisbon (Portugal),2024-03-01,19.0,2024,3,61,2,22.1,22.433333333333334
Bucharest (Romania),2024-03-01,32.9,2024,3,61,2,35.7,35.4
Stockholm (Sweden),2024-03-01,14.0,2024,3,61,2,16.7,16.2
Ljubljana (Slovenia),2024-03-01,28.7,2024,3,61,2,39.4,38.43333333333333
Bratislava (Slovakia),2024-03-01,15.2,2024,3,61,2,17.8,17.666666666666668
Vienna (Austria),2024-04-01,16.2,2024,4,92,2,18.4,18.2
Brussels (Belgium),2024-04-01,18.9,2024,4,92,2,24.4,21.2
Sofia (Bulgaria),2024-04-01,22.2,2024,4,92,2,26.1,26.066666666666666
Bern (Switzerland),2024-04-01,16.5,2024,4,92,2,19.2,19.966666666666665
Nicosia (Cyprus),2024-04-01,20.1,2024,4,92,2,24.2,24.399999999999995
Prague (Czech Republic),2024-04-01,19.1,2024,4,92,2,24.7,22.066666666666663
Berlin (Germany),2024-04-01,19.0,2024,4,92,2,21.0,19.933333333333334
Copenhagen (Denmark),2024-04-01,11.8,2024,4,92,2,13.9,12.799999999999997
Tallinn (Estonia),2024-04-01,8.1,2024,4,92,2,11.3,10.166666666666666
Athens (Greece),2024-04-01,32.3,2024,4,92,2,33.6,33.33333333333333
Madrid (Spain),2024-04-01,19.5,2024,4,92,2,21.2,22.866666666666664
EU27 (aggregate),2024-04-01,19.7,2024,4,92,2,22.8,22.366666666666664
Helsinki (Finland),2024-04-01,11.5,2024,4,92,2,16.3,14.866666666666669
Paris (France),2024-04-01,20.8,2024,4,92,2,26.9,23.7
Zagreb (Croatia),2024-04-01,32.5,2024,4,92,2,37.9,38.166666666666664
Budapest (Hungary),2024-04-01,21.5,2024,4,92,2,22.8,22.96666666666667
Dublin (Ireland),2024-04-01,21.8,2024,4,92,2,23.8,23.46666666666667
Reykjavik (Iceland),2024-04-01,4.0,2024,4,92,2,5.1,7.433333333333333
Rome (Italy),2024-04-01,28.3,2024,4,92,2,34.0,33.86666666666667
Vilnius (Lithuania),2024-04-01,20.2,2024,4,92,2,19.2,20.233333333333334
Luxembourg (Luxembourg),2024-04-01,15.9,2024,4,92,2,19.5,17.266666666666666
Riga (Latvia),2024-04-01,21.4,2024,4,92,2,23.9,23.766666666666662
Valletta (Malta),2024-04-01,15.5,2024,4,92,2,20.2,20.133333333333336
Amsterdam (Netherlands),2024-04-01,17.0,2024,4,92,2,21.3,19.83333333333334
Oslo (Norway),2024-04-01,14.0,2024,4,92,2,17.5,18.53333333333333
Warsaw (Poland),2024-04-01,22.6,2024,4,92,2,22.2,22.266666666666666
Lisbon (Portugal),2024-04-01,18.4,2024,4,92,2,19.0,19.833333333333332
Bucharest (Romania),2024-04-01,31.6,2024,4,92,2,32.9,33.4
Stockholm (Sweden),2024-04-01,11.8,2024,4,92,2,14.0,14.166666666666666
Ljubljana (Slovenia),2024-04-01,21.6,2024,4,92,2,28.7,29.899999999999995
Bratislava (Slovakia),2024-04-01,13.5,2024,4,92,2,15.2,15.5
Vienna (Austria),2024-05-01,14.5,2024,5,122,2,16.2,16.366666666666664
Brussels (Belgium),2024-05-01,21.6,2024,5,122,2,18.9,21.63333333333333
Sofia (Bulgaria),2024-05-01,16.6,2024,5,122,2,22.2,21.63333333333333
Bern (Switzerland),2024-05-01,13.5,2024,5,122,2,16.5,16.4
Nicosia (Cyprus),2024-05-01,14.4,2024,5,122,2,20.1,19.56666666666666
Prague (Czech Republic),2024-05-01,19.0,2024,5,122,2,19.1,20.93333333333333
Berlin (Germany),2024-05-01,14.0,2024,5,122,2,19.0,18.0
Copenhagen (Denmark),2024-05-01,12.6,2024,5,122,2,11.8,12.766666666666664
Tallinn (Estonia),2024-05-01,10.4,2024,5,122,2,8.1,9.933333333333332
Athens (Greece),2024-05-01,31.8,2024,5,122,2,32.3,32.56666666666666
Madrid (Spain),2024-05-01,14.5,2024,5,122,2,19.5,18.400000000000002
EU27 (aggregate),2024-05-01,18.5,2024,5,122,2,19.7,20.333333333333332
Helsinki (Finland),2024-05-01,14.5,2024,5,122,2,11.5,14.100000000000001
Paris (France),2024-05-01,20.7,2024,5,122,2,20.8,22.799999999999997
Zagreb (Croatia),2024-05-01,27.7,2024,5,122,2,32.5,32.7
Budapest (Hungary),2024-05-01,18.4,2024,5,122,2,21.5,20.900000000000002
Dublin (Ireland),2024-05-01,25.0,2024,5,122,2,21.8,23.533333333333335
Reykjavik (Iceland),2024-05-01,3.0,2024,5,122,2,4.0,4.033333333333333
Rome (Italy),2024-05-01,23.6,2024,5,122,2,28.3,28.633333333333336
Vilnius (Lithuania),2024-05-01,21.0,2024,5,122,2,20.2,20.133333333333336
Luxembourg (Luxembourg),2024-05-01,13.3,2024,5,122,2,15.9,16.233333333333334
Riga (Latvia),2024-05-01,19.6,2024,5,122,2,21.4,21.63333333333333
Valletta (Malta),2024-05-01,18.1,2024,5,122,2,15.5,17.933333333333334
Amsterdam (Netherlands),2024-05-01,18.9,2024,5,122,2,17.0,19.066666666666666
Oslo (Norway),2024-05-01,15.7,2024,5,122,2,14.0,15.733333333333329
Warsaw (Poland),2024-05-01,22.1,2024,5,122,2,22.6,22.3
Lisbon (Portugal),2024-05-01,14.1,2024,5,122,2,18.4,17.166666666666664
Bucharest (Romania),2024-05-01,29.2,2024,5,122,2,31.6,31.233333333333324
Stockholm (Sweden),2024-05-01,14.2,2024,5,122,2,11.8,13.333333333333334
Ljubljana (Slovenia),2024-05-01,19.2,2024,5,122,2,21.6,23.166666666666668
Bratislava (Slovakia),2024-05-01,11.7,2024,5,122,2,13.5,13.466666666666669
Vienna (Austria),2024-06-01,13.2,2024,6,153,3,14.5,14.633333333333333
Brussels (Belgium),2024-06-01,20.2,2024,6,153,3,21.6,20.23333333333333
Sofia (Bulgaria),2024-06-01,19.3,2024,6,153,3,16.6,19.366666666666667
Bern (Switzerland),2024-06-01,12.0,2024,6,153,3,13.5,14.0
Nicosia (Cyprus),2024-06-01,15.5,2024,6,153,3,14.4,16.66666666666666
Prague (Czech Republic),2024-06-01,16.2,2024,6,153,3,19.0,18.099999999999998
Berlin (Germany),2024-06-01,15.0,2024,6,153,3,14.0,16.0
Copenhagen (Denmark),2024-06-01,9.6,2024,6,153,3,12.6,11.333333333333329
Tallinn (Estonia),2024-06-01,6.2,2024,6,153,3,10.4,8.233333333333333
Athens (Greece),2024-06-01,36.7,2024,6,153,3,31.8,33.6
Madrid (Spain),2024-06-01,14.2,2024,6,153,3,14.5,16.066666666666666
EU27 (aggregate),2024-06-01,16.7,2024,6,153,3,18.5,18.3
Helsinki (Finland),2024-06-01,10.4,2024,6,153,3,14.5,12.133333333333335
Paris (France),2024-06-01,18.4,2024,6,153,3,20.7,19.96666666666667
Zagreb (Croatia),2024-06-01,25.3,2024,6,153,3,27.7,28.5
Budapest (Hungary),2024-06-01,17.5,2024,6,153,3,18.4,19.133333333333336
Dublin (Ireland),2024-06-01,15.1,2024,6,153,3,25.0,20.633333333333333
Reykjavik (Iceland),2024-06-01,2.9,2024,6,153,3,3.0,3.3000000000000003
Rome (Italy),2024-06-01,23.1,2024,6,153,3,23.6,25.0
Vilnius (Lithuania),2024-06-01,19.2,2024,6,153,3,21.0,20.133333333333333
Luxembourg (Luxembourg),2024-06-01,11.3,2024,6,153,3,13.3,13.5
Riga (Latvia),2024-06-01,16.9,2024,6,153,3,19.6,19.299999999999997
Valletta (Malta),2024-06-01,16.8,2024,6,153,3,18.1,16.8
Amsterdam (Netherlands),2024-06-01,15.4,2024,6,153,3,18.9,17.100000000000005
Oslo (Norway),2024-06-01,11.6,2024,6,153,3,15.7,13.766666666666664
Warsaw (Poland),2024-06-01,22.6,2024,6,153,3,22.1,22.433333333333334
Lisbon (Portugal),2024-06-01,12.8,2024,6,153,3,14.1,15.1
Bucharest (Romania),2024-06-01,18.7,2024,6,153,3,29.2,26.499999999999996
Stockholm (Sweden),2024-06-01,11.3,2024,6,153,3,14.2,12.433333333333332
Ljubljana (Slovenia),2024-06-01,17.1,2024,6,153,3,19.2,19.299999999999997
Bratislava (Slovakia),2024-06-01,11.7,2024,6,153,3,11.7,12.300000000000002
Vienna (Austria),2024-07-01,12.2,2024,7,183,3,13.2,13.299999999999999
Brussels (Belgium),2024-07-01,16.6,2024,7,183,3,20.2,19.466666666666665
Sofia (Bulgaria),2024-07-01,19.5,2024,7,183,3,19.3,18.466666666666665
Bern (Switzerland),2024-07-01,10.6,2024,7,183,3,12.0,12.033333333333331
Nicosia (Cyprus),2024-07-01,13.2,2024,7,183,3,15.5,14.366666666666662
Prague (Czech Republic),2024-07-01,16.1,2024,7,183,3,16.2,17.099999999999998
Berlin (Germany),2024-07-01,15.0,2024,7,183,3,15.0,14.666666666666666
Copenhagen (Denmark),2024-07-01,10.2,2024,7,183,3,9.6,10.799999999999997
Tallinn (Estonia),2024-07-01,6.1,2024,7,183,3,6.2,7.5666666666666655
Athens (Greece),2024-07-01,28.1,2024,7,183,3,36.7,32.199999999999996
Madrid (Spain),2024-07-01,16.2,2024,7,183,3,14.2,14.966666666666667
EU27 (aggregate),2024-07-01,16.5,2024,7,183,3,16.7,17.233333333333334
Helsinki (Finland),2024-07-01,9.1,2024,7,183,3,10.4,11.333333333333334
Paris (France),2024-07-01,18.9,2024,7,183,3,18.4,19.333333333333332
Zagreb (Croatia),2024-07-01,27.4,2024,7,183,3,25.3,26.8
Budapest (Hungary),2024-07-01,16.1,2024,7,183,3,17.5,17.333333333333332
Dublin (Ireland),2024-07-01,15.7,2024,7,183,3,15.1,18.599999999999998
Reykjavik (Iceland),2024-07-01,4.1,2024,7,183,3,2.9,3.3333333333333335
Rome (Italy),2024-07-01,21.8,2024,7,183,3,23.1,22.833333333333332
Vilnius (Lithuania),2024-07-01,18.0,2024,7,183,3,19.2,19.400000000000002
Luxembourg (Luxembourg),2024-07-01,13.7,2024,7,183,3,11.3,12.766666666666667
Riga (Latvia),2024-07-01,15.6,2024,7,183,3,16.9,17.366666666666664
Valletta (Malta),2024-07-01,17.0,2024,7,183,3,16.8,17.3
Amsterdam (Netherlands),2024-07-01,15.3,2024,7,183,3,15.4,16.533333333333335
Oslo (Norway),2024-07-01,11.8,2024,7,183,3,11.6,13.033333333333331
Warsaw (Poland),2024-07-01,23.1,2024,7,183,3,22.6,22.599999999999998
Lisbon (Portugal),2024-07-01,13.9,2024,7,183,3,12.8,13.6
Bucharest (Romania),2024-07-01,26.7,2024,7,183,3,18.7,24.86666666666666
Stockholm (Sweden),2024-07-01,9.4,2024,7,183,3,11.3,11.633333333333333
Ljubljana (Slovenia),2024-07-01,16.6,2024,7,183,3,17.1,17.633333333333333
Bratislava (Slovakia),2024-07-01,14.6,2024,7,183,3,11.7,12.666666666666666
Vienna (Austria),2024-08-01,15.5,2024,8,214,3,12.2,13.633333333333333
Brussels (Belgium),2024-08-01,15.1,2024,8,214,3,16.6,17.299999999999997
Sofia (Bulgaria),2024-08-01,22.1,2024,8,214,3,19.5,20.3
Bern (Switzerland),2024-08-01,13.3,2024,8,214,3,10.6,11.966666666666667
Nicosia (Cyprus),2024-08-01,11.4,2024,8,214,3,13.2,13.366666666666662
Prague (Czech Republic),2024-08-01,20.3,2024,8,214,3,16.1,17.53333333333333
Berlin (Germany),2024-08-01,14.9,2024,8,214,3,15.0,14.966666666666667
Copenhagen (Denmark),2024-08-01,11.1,2024,8,214,3,10.2,10.299999999999995
Tallinn (Estonia),2024-08-01,5.8,2024,8,214,3,6.1,6.033333333333331
Athens (Greece),2024-08-01,28.4,2024,8,214,3,28.1,31.066666666666663
Madrid (Spain),2024-08-01,14.6,2024,8,214,3,16.2,15.0
EU27 (aggregate),2024-08-01,17.4,2024,8,214,3,16.5,16.866666666666664
Helsinki (Finland),2024-08-01,9.6,2024,8,214,3,9.1,9.700000000000001
Paris (France),2024-08-01,16.7,2024,8,214,3,18.9,17.999999999999996
Zagreb (Croatia),2024-08-01,28.3,2024,8,214,3,27.4,27.0
Budapest (Hungary),2024-08-01,22.2,2024,8,214,3,16.1,18.599999999999998
Dublin (Ireland),2024-08-01,14.0,2024,8,214,3,15.7,14.933333333333332
Reykjavik (Iceland),2024-08-01,4.9,2024,8,214,3,4.1,3.966666666666667
Rome (Italy),2024-08-01,18.8,2024,8,214,3,21.8,21.233333333333334
Vilnius (Lithuania),2024-08-01,22.8,2024,8,214,3,18.0,20.0
Luxembourg (Luxembourg),2024-08-01,13.7,2024,8,214,3,13.7,12.899999999999999
Riga (Latvia),2024-08-01,19.7,2024,8,214,3,15.6,17.399999999999995
Valletta (Malta),2024-08-01,16.7,2024,8,214,3,17.0,16.833333333333332
Amsterdam (Netherlands),2024-08-01,16.1,2024,8,214,3,15.3,15.600000000000003
Oslo (Norway),2024-08-01,12.4,2024,8,214,3,11.8,11.933333333333332
Warsaw (Poland),2024-08-01,25.1,2024,8,214,3,23.1,23.599999999999998
Lisbon (Portugal),2024-08-01,10.8,2024,8,214,3,13.9,12.5
Bucharest (Romania),2024-08-01,31.2,2024,8,214,3,26.7,25.533333333333328
Stockholm (Sweden),2024-08-01,10.6,2024,8,214,3,9.4,10.433333333333334
Ljubljana (Slovenia),2024-08-01,18.4,2024,8,214,3,16.6,17.366666666666664
Bratislava (Slovakia),2024-08-01,15.5,2024,8,214,3,14.6,13.933333333333335
Vienna (Austria),2024-09-01,17.7,2024,9,245,4,15.5,15.133333333333333
Brussels (Belgium),2024-09-01,19.7,2024,9,245,4,15.1,17.13333333333333
Sofia (Bulgaria),2024-09-01,26.9,2024,9,245,4,22.1,22.833333333333332
Bern (Switzerland),2024-09-01,15.4,2024,9,245,4,13.3,13.1
Nicosia (Cyprus),2024-09-01,18.4,2024,9,245,4,11.4,14.333333333333329
Prague (Czech Republic),2024-09-01,20.1,2024,9,245,4,20.3,18.833333333333332
Berlin (Germany),2024-09-01,15.2,2024,9,245,4,14.9,15.033333333333333
Copenhagen (Denmark),2024-09-01,14.6,2024,9,245,4,11.1,11.966666666666663
Tallinn (Estonia),2024-09-01,8.9,2024,9,245,4,5.8,6.933333333333333
Athens (Greece),2024-09-01,34.6,2024,9,245,4,28.4,30.366666666666664
Madrid (Spain),2024-09-01,17.5,2024,9,245,4,14.6,16.099999999999998
EU27 (aggregate),2024-09-01,20.6,2024,9,245,4,17.4,18.166666666666668
Helsinki (Finland),2024-09-01,13.0,2024,9,245,4,9.6,10.566666666666668
Paris (France),2024-09-01,20.2,2024,9,245,4,16.7,18.599999999999998
Zagreb (Croatia),2024-09-01,30.2,2024,9,245,4,28.3,28.633333333333336
Budapest (Hungary),2024-09-01,22.0,2024,9,245,4,22.2,20.099999999999998
Dublin (Ireland),2024-09-01,21.0,2024,9,245,4,14.0,16.9
Reykjavik (Iceland),2024-09-01,7.0,2024,9,245,4,4.9,5.333333333333333
Rome (Italy),2024-09-01,23.9,2024,9,245,4,18.8,21.5
Vilnius (Lithuania),2024-09-01,22.0,2024,9,245,4,22.8,20.933333333333334
Luxembourg (Luxembourg),2024-09-01,15.3,2024,9,245,4,13.7,14.233333333333334
Riga (Latvia),2024-09-01,24.2,2024,9,245,4,19.7,19.83333333333333
Valletta (Malta),2024-09-01,22.1,2024,9,245,4,16.7,18.599999999999998
Amsterdam (Netherlands),2024-09-01,18.5,2024,9,245,4,16.1,16.633333333333336
Oslo (Norway),2024-09-01,17.7,2024,9,245,4,12.4,13.966666666666663
Warsaw (Poland),2024-09-01,23.4,2024,9,245,4,25.1,23.866666666666664
Lisbon (Portugal),2024-09-01,18.0,2024,9,245,4,10.8,14.233333333333334
Bucharest (Romania),2024-09-01,35.7,2024,9,245,4,31.2,31.2
Stockholm (Sweden),2024-09-01,14.1,2024,9,245,4,10.6,11.366666666666667
Ljubljana (Slovenia),2024-09-01,21.1,2024,9,245,4,18.4,18.7
Bratislava (Slovakia),2024-09-01,18.8,2024,9,245,4,15.5,16.3
Vienna (Austria),2024-10-01,18.3,2024,10,275,4,17.7,17.166666666666668
Brussels (Belgium),2024-10-01,23.0,2024,10,275,4,19.7,19.266666666666666
Sofia (Bulgaria),2024-10-01,35.3,2024,10,275,4,26.9,28.099999999999994
Bern (Switzerland),2024-10-01,17.0,2024,10,275,4,15.4,15.233333333333333
Nicosia (Cyprus),2024-10-01,25.5,2024,10,275,4,18.4,18.433333333333326
Prague (Czech Republic),2024-10-01,21.7,2024,10,275,4,20.1,20.7
Berlin (Germany),2024-10-01,19.4,2024,10,275,4,15.2,16.5
Copenhagen (Denmark),2024-10-01,14.6,2024,10,275,4,14.6,13.43333333333333
Tallinn (Estonia),2024-10-01,8.0,2024,10,275,4,8.9,7.5666666666666655
Athens (Greece),2024-10-01,29.3,2024,10,275,4,34.6,30.766666666666662
Madrid (Spain),2024-10-01,20.6,2024,10,275,4,17.5,17.566666666666666
EU27 (aggregate),2024-10-01,23.2,2024,10,275,4,20.6,20.4
Helsinki (Finland),2024-10-01,11.4,2024,10,275,4,13.0,11.333333333333334
Paris (France),2024-10-01,24.2,2024,10,275,4,20.2,20.366666666666667
Zagreb (Croatia),2024-10-01,29.8,2024,10,275,4,30.2,29.433333333333334
Budapest (Hungary),2024-10-01,26.5,2024,10,275,4,22.0,23.566666666666666
Dublin (Ireland),2024-10-01,21.9,2024,10,275,4,21.0,18.966666666666665
Reykjavik (Iceland),2024-10-01,10.6,2024,10,275,4,7.0,7.5
Rome (Italy),2024-10-01,27.1,2024,10,275,4,23.9,23.266666666666666
Vilnius (Lithuania),2024-10-01,25.9,2024,10,275,4,22.0,23.566666666666666
Luxembourg (Luxembourg),2024-10-01,17.5,2024,10,275,4,15.3,15.5
Riga (Latvia),2024-10-01,31.1,2024,10,275,4,24.2,24.999999999999996
Valletta (Malta),2024-10-01,32.7,2024,10,275,4,22.1,23.833333333333332
Amsterdam (Netherlands),2024-10-01,23.8,2024,10,275,4,18.5,19.46666666666667
Oslo (Norway),2024-10-01,20.2,2024,10,275,4,17.7,16.766666666666666
Warsaw (Poland),2024-10-01,25.5,2024,10,275,4,23.4,24.666666666666668
Lisbon (Portugal),2024-10-01,19.8,2024,10,275,4,18.0,16.2
Bucharest (Romania),2024-10-01,38.1,2024,10,275,4,35.7,34.99999999999999
Stockholm (Sweden),2024-10-01,14.4,2024,10,275,4,14.1,13.033333333333333
Ljubljana (Slovenia),2024-10-01,24.3,2024,10,275,4,21.1,21.266666666666666
Bratislava (Slovakia),2024-10-01,16.2,2024,10,275,4,18.8,16.833333333333332
Vienna (Austria),2024-11-01,24.1,2024,11,306,4,18.3,20.033333333333335
Brussels (Belgium),2024-11-01,24.6,2024,11,306,4,23.0,22.433333333333334
Sofia (Bulgaria),2024-11-01,34.3,2024,11,306,4,35.3,32.166666666666664
Bern (Switzerland),2024-11-01,21.8,2024,11,306,4,17.0,18.066666666666666
Nicosia (Cyprus),2024-11-01,31.3,2024,11,306,4,25.5,25.066666666666663
Prague (Czech Republic),2024-11-01,24.7,2024,11,306,4,21.7,22.166666666666668
Berlin (Germany),2024-11-01,20.0,2024,11,306,4,19.4,18.2
Copenhagen (Denmark),2024-11-01,14.2,2024,11,306,4,14.6,14.466666666666661
Tallinn (Estonia),2024-11-01,7.2,2024,11,306,4,8.0,8.033333333333333
Athens (Greece),2024-11-01,30.5,2024,11,306,4,29.3,31.466666666666665
Madrid (Spain),2024-11-01,30.2,2024,11,306,4,20.6,22.76666666666667
EU27 (aggregate),2024-11-01,25.3,2024,11,306,4,23.2,23.03333333333333
Helsinki (Finland),2024-11-01,12.4,2024,11,306,4,11.4,12.266666666666667
Paris (France),2024-11-01,24.6,2024,11,306,4,24.2,23.0
Zagreb (Croatia),2024-11-01,33.3,2024,11,306,4,29.8,31.099999999999998
Budapest (Hungary),2024-11-01,30.6,2024,11,306,4,26.5,26.366666666666664
Dublin (Ireland),2024-11-01,27.4,2024,11,306,4,21.9,23.433333333333334
Reykjavik (Iceland),2024-11-01,10.2,2024,11,306,4,10.6,9.266666666666667
Rome (Italy),2024-11-01,32.5,2024,11,306,4,27.1,27.833333333333332
Vilnius (Lithuania),2024-11-01,23.1,2024,11,306,4,25.9,23.666666666666668
Luxembourg (Luxembourg),2024-11-01,18.3,2024,11,306,4,17.5,17.033333333333335
Riga (Latvia),2024-11-01,17.9,2024,11,306,4,31.1,24.399999999999995
Valletta (Malta),2024-11-01,43.5,2024,11,306,4,32.7,32.766666666666666
Amsterdam (Netherlands),2024-11-01,24.8,2024,11,306,4,23.8,22.36666666666667
Oslo (Norway),2024-11-01,25.1,2024,11,306,4,20.2,20.999999999999996
Warsaw (Poland),2024-11-01,23.7,2024,11,306,4,25.5,24.2
